Entry	merged_ids
O14737	[' 16083422', ' 15489334', ' 27255549', ' 24275569', ' 26752685', ' 26062895', ' 20711500', ' 19413330', ' 19608861', ' 28051100', ' 18318008', ' 25444898', ' 26775586', ' 19789190', ' 19957502', ' 14702039', ' 23327497', ' 19308289', ' 22914926', ' 17468978', ' 27034262', ' 21406692', '15033527', ' 23807738', ' 29921407', ' 26496610', ' 25603536', ' 26433055', ' 20872801', ' 31244936', ' 23322062', ' 12665801', ' 19088824', ' 19615732', ' 26617773', ' 17605845', ' 16361542', ' 22223895', ' 21269460', ' 17081983', ' 24265335', ' 19738201', ' 20453000', ' 25499082', ' 21165576', ' 17353931', ' 18695908', ' 24343129', '9920759', ' 22261045', ' 24469044', ' 34011956', ' 19690332', ' 22883196', ' 20360068', ' 18401719', ' 23186163', ' 15057824', ' 23455924', ' 20120772', ' 20561417', ' 33215428', ' 20047520', ' 16547588', ' 18669648', ' 23688867', ' 22814378', ' 25881604', ' 29734189', ' 22253891', ' 25881505', ' 24375412', ' 24173774', ' 16083554', ' 16169070', ' 23369618', ' 21900206', ' 16549820', ' 19358820', ' 19616514', ' 22688731', ' 26077467', ' 26638075', ' 22372375', ' 20068231', ' 23656249']
Q92786	[' 22067331', ' 15489334', ' 24275569', ' 22992776', ' 23723244', ' 22382784', ' 16488887', ' 24981766', ' 22833470', ' 24944097', ' 26609053', ' 12412020', ' 32757260', ' 31001799', ' 12874782', ' 23291986', ' 25242332', ' 19940551', ' 14702039', ' 28060188', ' 25755297', ' 16525637', ' 20490451', ' 23763431', ' 22982861', ' 20185807', ' 22733734', ' 17761831', ' 23818313', ' 21103350', ' 29947772', ' 23395615', ' 29749465', ' 19264593', ' 32816913', ' 27283988', ' 27411302', ' 25526434', ' 23505027', ' 11789987', ' 21970873', ' 28055225', ' 20975337', ' 27731315', ' 28646551', ' 12198161', ' 18400094', ' 23345397', ' 28035380', ' 18455124', ' 19160541', ' 30396930', ' 19901262', ' 20453716', ' 23898075', ' 17069925', ' 28854215', ' 22647876', ' 11850194', ' 20064070', ' 30154153', ' 26477307', ' 18580962', ' 31010169', ' 20571754', ' 31726808', ' 34492084', ' 20084020', ' 24647631', ' 21500548', ' 26679606', ' 21452064', ' 15205472', '8812486', ' 19339011', ' 22023334', ' 23045246', ' 31560170', ' 15232737', ' 18948102', ' 17217617', ' 18815287', ' 16308102', ' 30135192', ' 21988832', ' 27476001', ' 27684496', ' 31143937', ' 32370142', ' 30520249', ' 33629241', ' 12692551', ' 23274905', ' 25735162', '11719431', ' 17415710', ' 19706680', ' 23626788', ' 19825936', ' 23059885', ' 15143342', ' 32518204', ' 22984506', ' 29934628', ' 24122840', ' 17533110', ' 25573115', ' 19210544', ' 26063416', ' 16710414', ' 20419449', ' 27626492', ' 33865922', ' 26631740', ' 21667034', ' 31717665', ' 26760117', ' 26310281', ' 32518203', ' 20351309', ' 22719258', ' 26759228', ' 28453575', ' 22733308', ' 33760182', ' 20081858', ' 18564921', ' 17062673']
P02788	[' 17263370', ' 22731992', ' 10828980', ' 20452482', ' 17567961', ' 20237496', ' 8594202', ' 32811647', ' 1849145', ' 25405719', ' 27234411', ' 12450380', ' 12525164', ' 25914748', ' 34353321', ' 20598696', ' 19834535', ' 21163060', ' 19435495', ' 20136960', ' 25236863', ' 7049727', ' 15364102', ' 8159701', ' 16936805', ' 23427237', ' 11756570', ' 12565886', ' 11128996', ' 27727130', ' 33498631', ' 23069661', ' 31661123', ' 17030385', ' 21055448', ' 6794640', ' 12165535', ' 15378004', ' 29809052', ' 12438385', ' 20360068', ' 12037568', ' 11911118', ' 25998152', ' 17947640', ' 15962837', ' 24340941', ' 8870004', ' 29453656', ' 11908638', ' 18022620', ' 17543335', ' 2118650', ' 28652573', ' 14573629', ' 2409350', ' 11179314', ' 20587610', ' 29550924', ' 2330032', ' 9003186', ' 12522210', ' 27234408', ' 11981562', ' 15166119', ' 9873069', ' 21575138', ' 12693969', ' 8464497', ' 18697201', ' 21937479', ' 17461450', ' 31048205', ' 16820307', ' 21572958', ' 17475866', ' 11702692', ' 32352945', ' 19334538', ' 18780401', ' 20411301', ' 16769765', ' 1581307', ' 27902700', ' 20485928', ' 20711500', ' 3080684', ' 14702039', ' 12646274', ' 17211147', ' 26722419', ' 9054935', ' 17597152', ' 22810585', ' 22173721', ' 11549422', ' 32586758', ' 24077968', ' 15525592', ' 3477300', ' 17476971', ' 17390038', ' 22232695', ' 11467836', ' 28678770', ' 17015741', ' 8490014', ' 27203426', ' 19348738', ' 8371268', ' 28485077', ' 26874351', ' 16641997', ' 27685526', ' 25535701', ' 9862427', ' 25057912', ' 16048952', ' 32962819', ' 22900286', ' 26445132', ' 26405758', ' 24571258', ' 29921139', ' 16787913', ' 1772635', ' 1480183', ' 6510420', ' 22380846', ' 32376620', ' 2981589', ' 10411933', ' 15229136', ' 12065686', ' 12165435', ' 11908641', ' 12296849', ' 28472424', ' 19033648', ' 9223490', ' 1369293', ' 27569531', ' 21525168', ' 17568188', ' 20155438', ' 23333090', ' 2900981', ' 27453322', ' 22433582', ' 20503287', ' 24970346', ' 20807650', '10391242', ' 33486678', ' 20673868', ' 118839', ' 10583407', ' 9122171', ' 34616691', ' 18156281', ' 16644090', ' 17342646', ' 1599934', ' 12826902', ' 17515863', ' 22806010', ' 25916224', ' 19382280', ' 2585506', ' 16261256', ' 34659251', ' 10089508', ' 24217007', ' 16936800', ' 22553915', ' 25193851', ' 19916937', ' 3094007', ' 26279447', ' 20207115', ' 12788072', ' 15222485', ' 26366224', ' 21269460', ' 16261253', ' 15299793', ' 2374734', ' 16842782', ' 19258923', ' 19159218', ' 15299444', ' 25784250', ' 27903408', ' 31396786', ' 23650620', ' 27017926', ' 27234407', ' 3470756', ' 16954396', ' 20404350', ' 15687491', ' 20238236', ' 3169987', ' 15793153', ' 18449172', ' 2195544', ' 20401683', ' 22226679', ' 279930', ' 10089347', ' 30338705', ' 26981846', ' 11313366', ' 25946035', ' 20345905', ' 31499027', ' 8703903', ' 22406253', ' 24442915', ' 3142462', ' 8097946', ' 12774664', ' 23460521', ' 19454813', ' 21400573', ' 23386615', ' 22320386', ' 18484335', ' 17079302', ' 29165086', ' 16432833', ' 11083624', ' 15489334', ' 24275569', ' 18453607', ' 20922188', ' 26469086', ' 12097406', ' 26431065', ' 18285402', ' 29989276', ' 15297857', '2402455', ' 8931543', ' 27497404', ' 16201406', ' 10792619', ' 16152584', ' 27997265', ' 11697537', ' 17503830', ' 22763972', ' 16650524', ' 11401442', ' 15955101', ' 22523385', ' 22261723', ' 25946246', ' 11937551', ' 15221967', ' 31295370', ' 1837051', ' 22006997', ' 17703412', ' 17601350', ' 21935933', ' 16208406', ' 19240970', ' 17353931', ' 23602568', ' 15222484', ' 23479198', ' 18973542', ' 9359845', ' 20963400', ' 20594128', ' 15543612', ' 28494220', ' 20972893', ' 31443387', ' 26649297', ' 8089135', ' 19282435', ' 20668874', ' 3035556', ' 11748357', ' 11787671', ' 24831229', ' 32721184', ' 12535064', ' 29279524', ' 31582209', ' 17208010', ' 1544444', ' 19997820', ' 8551695', ' 18785755', ' 6802759', ' 19563039', ' 9006323', ' 8069634', ' 1270801', ' 22011934', ' 3053705', ' 18619616', ' 12037297', ' 29068673', ' 17481742', ' 19651866', ' 18977241']
Q96T58	[' 17234755', ' 31431478', ' 16147992', ' 24275569', ' 12374742', ' 21102556', ' 26297734', ' 19690332', ' 28877752', ' 20460484', ' 20711500', ' 16713569', ' 19413330', ' 15824732', ' 24129315', ' 24268649', ' 17525332', ' 25609649', ' 30896450', ' 23186163', ' 31871319', '11331609', ' 16710414', ' 14702039', ' 20467437', ' 11867749', ' 17081983', ' 18332109', ' 21851590', ' 24748666', ' 16129689', ' 16583136', ' 21988832', ' 21406692', ' 12897056', ' 10231032', ' 16959974', ' 25381127', ' 18835386', ' 26496610', '15062576', ' 26638075', ' 17474147', ' 18669648', ' 20068231', ' 33596411', ' 21637295', ' 32641685']
P78332	[' 15489334', ' 24275569', ' 34718714', ' 19690332', ' 10352938', ' 34076986', ' 31207145', ' 20711500', ' 24332178', ' 17525332', ' 20716133', ' 23186163', ' 14702039', ' 19369195', ' 17081983', ' 25772364', '9500467', ' 25755297', ' 30772516', ' 21988832', ' 16641997', '17360941', ' 21406692', ' 20195357', ' 10353602', ' 17908320', ' 18691976', ' 26496610', ' 28112733', ' 11085536', ' 18669648', ' 20068231', ' 25416956', ' 25218447']
Q8NG50	['15611051', ' 15489334', ' 16625196', '25416956', ' 32501118', ' 30069034', ' 17905820', ' 31222930', ' 31670863', ' 29845285']
Q9UJ41	[' 21500550', ' 15489334', ' 21586568', ' 24275569', ' 24716822', ' 17239822', ' 22846990', ' 33166495', ' 12853948', ' 12427552', ' 18199687', ' 18319245', ' 21445324', ' 23414517', ' 24957337', ' 15247254', ' 19690332', ' 15339665', ' 18160707', ' 22952906', ' 27820702', ' 9323142', ' 12972505', ' 24255178', ' 11703925', ' 18088087', ' 15324660', ' 26430212', ' 19608861', ' 2115402', ' 17341663', ' 20064372', ' 23186163', ' 27601648', ' 12505986', ' 27791468', '10818110', ' 17450153', ' 24714377', ' 14702039', ' 11452015', ' 25341920', '11098082', ' 1900457', ' 25427001', ' 16189514', ' 26002576', ' 29360040', ' 15388334', ' 1516130', ' 22622570', ' 18691976', ' 17353931', ' 20655225', ' 24366813', ' 15231748', ' 27246931', ' 28617553', ' 16410077', ' 18669648', ' 20068231', ' 16499958', ' 21685908', ' 23048039', ' 25416956', ' 20379614']
P38159	[' 31431478', ' 15489334', ' 11118221', ' 6206566', ' 18445477', ' 11991638', ' 12414731', ' 22959432', ' 12244061', ' 19608861', ' 15107402', ' 2963332', ' 25497084', ' 26420826', ' 20423332', ' 6088074', ' 20811643', ' 14702039', ' 11940653', ' 12761049', ' 25755297', ' 22267324', ' 16189514', ' 25884434', ' 21406692', ' 14732713', ' 22810585', ' 26496610', ' 18322460', ' 28112733', ' 25416956', ' 21516116', ' 22522808', ' 9731529', ' 12176931', '10664463', ' 21526149', ' 17332742', ' 19615732', ' 16707624', ' 16491274', ' ', ' 19703396', ' 22344029', ' 21642987', ' 21269460', ' 21182205', ' 17081983', ' 27941885', ' 31343408', ' 19103606', ' 22113938', ' 24189400', ' 21840245', ' 19282290', ' 18835386', ' 23602568', ' 17387044', ' 17353931', ' 11784792', ' 12842009', ' 32494026', ' 26969432', ' 16552754', ' 31445886', ' 22419818', ' 15738000', ' 23902751', ' 28334903', ' 22446626', ' 22832223', ' 19690332', ' 17890166', ' 20360068', ' 25678563', ' 15024032', ' 23345524', ' 24608665', ' 22110043', ' 25609649', ' 15166247', ' 23186163', ' 24965446', ' 31871319', ' 11101529', ' 20562859', ' 25888806', ' 25772364', ' 20980672', ' 25920683', ' 21988832', ' 12165565', ' 10332027', ' 15772651', ' 16481321', ' 18669648', ' 22365833', ' 25218447', ' 14559993', ' 18541147', ' 26333388', ' 12477934', ' 21327109', ' 14625303', ' 23754495', ' 12411573', ' 30896450', ' 11532962', '7692398', ' 20467437', ' 25604459', ' 25944712', ' 30502052', ' 33564070', ' 19136556', ' 8352591', ' 20195357', ' 16809785', ' 25256757', ' 18996843', ' 29383807', ' 26638075', ' 20068231', ' 23663784', ' 24692659', ' 19103666', ' 22623428', ' 24690281', ' 11420617']
Q9UBG7	['16354684', ' 29302047', '11780052', ' ', ' 9111338']
P35244	[' 10856253', ' 19279666', ' 15475561', ' 10928988', ' 15489334', ' 24275569', ' 17517887', ' 12370410', ' 11292842', ' 15190204', ' 17575048', ' 17928296', ' 24332808', ' 15199127', ' 7760808', ' 7697716', ' 10051570', ' 9925639', ' 11601988', ' 20729858', ' 17643379', ' 9875289', ' 22772988', ' 14657033', ' 26474068', ' 12444249', ' 19413330', ' 24648516', ' 15965237', ' 8658138', ' 20227374', ' 14624239', ' 10757793', ' 8929543', ' 10473346', ' 9099749', ' 17043239', ' 20522537', ' 14636568', ' 19338310', ' 18256600', ' 20729832', ' 17965729', ' 11884592', ' 21804533', ' 11250913', ' 18283110', ' 18757400', ' 10101178', ' 16143102', ' 22977173', ' 24402227', ' 17981954', ' 18342608', ' 8943031', ' 15304223', ' 12226657', ' 16819516', ' 17000769', ' 21680713', ' 8065924', ' 12145297', ' 16885023', ' 15189446', ' 10744741', ' 8702565', ' 9135082', ' 9214649', ' 17344431', ' 22952233', ' 20154705', ' 9450758', ' 18270339', ' 26496610', ' 9649448', ' 23723247', ' 16611994', ' 28766245', ' 8751446', ' 19170759', ' 20660785', ' 9398850', ' 18242152', ' 10435622', ' 10801132', ' 20129063', ' 18539610', ' 12584190', ' 16139798', ' 20496165', ' 19941829', ' 18430927', ' 22681887', ' 12791985', ' 24768535', ' 10728666', ' 9660953', ' 20233725', ' 15164066', ' 17977839', ' 17962301', ' 20670894', ' 9716411', ' 19237606', ' 22223895', ' 11171374', ' 19492058', ' 16357261', ' 21269460', ' 25113031', ' 19940136', ' 22940245', ' 28107649', ' 11687589', ' 7700386', ' 9765279', ' 16766662', ' 12139939', ' 9826763', ' 11058110', ' 22258451', ' 17541404', ' 10212258', ' 11473323', ' 9660954', ' 12527904', ' 10887153', ' 20062530', ' 23604072', ' 10460157', ' 12045100', ' 11809771', ' 14734547', ' 16360315', ' 9065463', ' 17353931', ' 9780000', ' 10777662', ' 12952891', ' 7587590', ' 12200445', ' 19010961', ' 24126761', ' 2842325', ' 15775963', ' 11006276', ' 10373362', ' 21496642', ' 23902751', ' 9311981', ' 20575039', ' 23686288', ' 10959839', ' 10984059', ' 16464020', ' 20159559', ' 19223468', ' 21659603', ' 23042605', ' 20729859', ' 10982866', ' 19074197', ' 8650194', ' 16260499', ' 33112260', ' 21282463', ' 15707391', ' 20360068', ' 23143872', ' 11698410', ' 11080452', ' 18787696', ' 20970388', ' 23698467', ' 18535008', ' 11784855', ' 12091911', ' 18317453', ' 18541667', ' 21263215', ' 11832208', ' 20201926', ' 23573956', ' 25609649', ' 8673133', ' 15833913', ' 16407120', ' 20562859', ' 24449906', ' 9430682', '10029069', ' 16793375', ' 22859295', ' 23345434', ' 10760286', ' 16246722', ' 32791092', ' 10859164', ' 32856505', ' 15590680', ' 15254543', ' 12750383', ' 16123081', ' 16148040', ' 18079701', ' 18171670', ' 11917024', ' 30462539', ' 11950880', ' 9781043', ' 14704203', ' 10438626', ' 23000965', ' 23065663', ' 17976647', ' 10525529', ' 11571269', ' 22814378', ' 9008167', ' 9699634', ' 21734401', ' 19759537', ' 16943440', ' 20711169', ' 23042607', ' 24485656', ' 10734115', ' 9443891', ' 16337601', ' 12578958', ' 15703751', ' 16188885', ' 12853948', ' 18593712', ' 21143968', ' 10921897', ' 19116208', ' 20164194', ' 22902628', ' 10536157', ' 12545175', ' 16327781', ' 22721435', ' 19494131', ' 8505312', ' 10809667', ' 15225546', ' 15485900', ' 19153606', ' 15916957', ' 2159011', ' 15665856', ' 19996105', ' 22700975', ' 28557284', ' 10882098', ' 12379650', ' 14605214', ' 14517266', ' 15657443', ' 16530042', ' 17494052', ' 17720710', ' 20952260', ' 23731732', ' 25944712', ' 10559261', ' 17466625', ' 10072381', ' 11927569', ' 3941892', ' 15189136', ' 10562567', ' 9735362', ' 10449415', ' 34269312', ' 22859296', ' 9837724', ' 15149598', ' 16322221', ' 16344468', ' 17948053', ' 21777809', ' 9882630', ' 10318934', ' 15743907', ' 26638075', ' 18931676', '8454588', ' 16531995', ' 11178747', ' 17312021', ' 11390642', ' 10652259', ' 28683444', ' 14500360', ' 8196638']
Q8WVD5	[' 15489334', ' 22493164', ' 28547869', '11672448', ' 25255805', ' 25807930', ' ', ' 25260751', '12804569', ' 14702039']
P24928	[' 32707132', ' 11118221', ' 8759021', ' 20231364', ' 18922463', ' 9271388', ' 19729311', ' 26659056', ' 11991638', ' 12414731', ' 26515650', ' 17525233', ' 21454787', ' 24821725', ' 20106982', ' 11891985', ' 27193682', ' 26566685', ' 22982363', ' 19819239', ' 22118460', ' 16625196', ' 23752268', ' 20085707', ' 11511348', ' 25593184', ' 16491129', ' 10958691', ' 29910112', ' 16964243', ' 12725064', ' 9731529', ' 21355848', ' 21151121', ' 23870121', ' 10364292', ' 21070792', ' 24586203', ' 3281094', ' 6261960', ' 15634700', ' 25313066', ' 21087926', ' 15992770', ' 22902626', ' 9256425', ' 27197304', ' 12385756', ' 25321483', ' 2524422', ' 22053051', ' 26488441', ' 15340071', ' 33001583', ' 11336508', ' 22988298', ' 23056369', '10022900', ' 9154799', ' 17713478', ' 22466610', ' 31110295', ' 28994650', ' 22722852', ' 15563843', ' 19309309', ' 7853496', ' 22872084', ' 11731253', ' 1360810', ' 20360068', ' 8465201', ' 11313498', ' 16410617', ' 15033486', ' 18787068', ' 22231121', ' 24554720', ' 25675981', ' 17959601', ' 25609649', ' 23186163', ' 21536736', ' 9405375', ' 19913121', ' 31169889', ' 23723417', ' 31054975', ' 12959972', ' 12653964', ' 15590680', ' 23401853', ' 22605332', ' 23086925', ' 7601352', ' 20237317', ' 23955559', ' 17663992', ' 16549775', ' 25429106', ' 18533109', ' 18417536', ' 20159561', ' 11714725', ' 18079404', ' 20541997', ' 20978146', ' 11493525', ' 12477934', ' 15262888', ' 8078911', ' 24981863', ' 23192870', ' 23748380', ' 24097444', ' 21241755', ' 30804480', ' 19232136', ' 10938105', ' 17466625', ' 17290000', ' 18624398', ' 12376575', ' 19472184', ' 24270878', ' 16809785', ' 20836077', ' 17948053', ' 10940626', ' 19450536', ' 17940139', ' 17583472', ' 8835860', ' 25135475', ' 17098194', ' 19279666', ' 9106661', ' 18852463', ' 17643379', ' 20711500', ' 20227374', ' 8710855', ' 22549466', ' 2963332', ' 20423332', ' 22492511', ' 9053316', ' 19782034', ' 14701755', ' 31048545', ' 21729782', ' 16950395', ' 21320481', ' 33298525', ' 17761849', ' 12732143', ' 17000769', ' 22810585', ' 17998332', ' 12574128', ' 14517250', ' 2571087', ' 29973595', ' 29666292', ' 16757478', ' 24819879', ' 9501100', ' 1972280', ' 19249677', ' 27007846', ' 19747919', ' 12815623', ' 21526149', ' 16449636', ' 24312487', ' 30118678', ' 7908827', ' 16239144', ' 23149945', ' 26807597', ' 9697850', ' 2452725', ' 33795473', ' 26124092', ' 11034064', ' 7488013', ' 19106100', ' 9360992', ' 9272954', ' 25561469', ' 7700386', ' 22569366', ' 11904382', ' 17185360', ' 21324897', ' 2449431', ' 12200141', ' 22966203', ' 12208738', ' 10982855', ' 23079660', ' 24316715', ' 25023704', ' 17085592', ' 2181374', ' 7914354', ' 10075709', ' 21445275', ' 16603716', ' 12954718', ' 25435140', ' 2944599', ' 24174538', ' 22252320', ' 33772057', ' 34353901', ' 22137580', ' 21782856', ' 22064859', ' 14576432', ' 12612062', ' 17525170', ' 22509028', ' 17113575', ' 22110043', ' 17011493', ' 23826142', ' 20457598', ' 15166247', ' 23723241', ' 11101529', ' 15489290', ' 31941775', ' 21264352', ' 25913784', ' 29581440', ' 25620562', ' 31385803', ' 23906511', ' 10944529', ' 33767390', ' 30190596', ' 22365833', ' 28036256', ' 11566863', ' 19369418', ' 12660172', ' 23638021', ' 18408764', ' 10777502', ' 17057362', ' 2570724', ' 17099701', ' 24354960', ' 18294453', ' 24207025', ' 24407421', ' 19052544', ' 11544178', ' 20085832', ' 25712099', ' 8352591', ' 18234856', ' 1582411', ' 9482740', ' 16314571', ' 11607023', ' 12798298', ' 25165108', ' 20068231', ' 26638075', ' 31353023', ' 11209945', ' 8093325', ' 20178742', ' 16949370', ' 12370301', ' 22419161', ' 12381297', ' 12579324', ' 18573884', ' 21589992', ' 7901228', ' 1975088', ' 9875289', ' 18847512', ' 17259211', ' 7743939', ' 17028590', ' 19136461', ' 23435229', ' 21497760', ' 9353262', ' 24828331', ' 10886368', ' 23100252', ' 22879880', ' 9463359', ' 7831296', ' 2571936', ' 10866664', ' 17466626', ' 23630040', ' 7831297', ' 12072510', ' 1673098', ' 9463349', ' 28922562', ' 9242495', ' 16118227', ' 12591602', ' 25416956', ' 23029222', ' 12482716', ' 9895323', ' 3498214', ' 32184238', ' 9789037', ' 7151173', ' 24793692', ' 10723029', ' 20682797', ' 11333026', ' 16055720', ' 9716411', ' 10654609', ' 19237606', ' 23249733', ' 21269460', ' 22081108', ' 34480849', ' 21072189', ' 7916164', ' 18614043', ' 18588899', ' 19477923', ' 22012619', ' 10679930', ' 16373483', ' 23902751', ' 30541148', ' 9450929', ' 15372072', ' 22446626', ' 23746844', ' 14684736', ' 21282463', ' 28076779', ' 28945358', ' 11278854', ' 21427083', ' 24165037', ' 23345524', ' 16936726', ' 21326907', ' 8674428', ' 18032511', ' 30554943', ' 17660710', ' 8999919', ' 19667075', ' 20980672', ' 25483050', ' 16246722', ' 22466611', ' 12527917', ' 16024656', ' 9755184', ' 24656813', ' 1682218', ' 22233380', ' 7710686', ' 18669648', ' 10024882', ' 19285943', ' 28002402', ' 18476782', ' 25101834', ' 11254356', ' 22094252', ' 12676794', ' 17584298', ' 19575673', ' 20231276', ' 2898782', ' 24662513', ' 19952111', ' 14625303', ' 15144186', ' 12411573', ' 20133701', ' 23932780', ' 8093858', ' 19214185', ' 14517266', ' 8490964', ' 7566114', ' 23538671', ' 16916636', ' 9407024', ' 25154395', ' 15364901', ' 30715484', ' 8703472', ' 21994455', ' 21127351', ' 18227514', ' 18419580', ' 19115252', ' 33440169', ' 23638030', ' 19103666', ' 2891503', ' 22343046', ' 2825027', ' 18164278', ' 15489334', ' 14980219', ' 20171203', ' 24275569', ' 6206566', ' 9144291', ' 17981804', ' 27058666', ' 15158084', ' 22959432', ' 10199401', ' 1363091', ' 11859374', ' 19413330', ' 1310361', ' 14536091', ' 23652018', ' 16086846', ' 26420826', ' 12736215', ' 2125285', ' 15175163', ' 6088074', ' 8100763', ' 19901026', ' 22575643', ' 19703992', ' 19104046', ' 15525708', ' 28506463', ' 10454543', ' 11433015', ' 24402227', ' 17851529', ' 17875646', ' 21406692', ' 25512564', ' 20628086', ' 9790902', ' 26496610', ' 23523368', ' 18322460', ' 23066109', '1542581', ' 12176931', ' 12393912', ' 18079403', ' 17446352', ' 24656595', ' 17332742', ' 20864038', ' 26687004', ' 15654074', ' 28331082', ' 27510544', ' 28977633', ' 9857195', ' 34265249', ' 19940136', ' 10393184', ' 1352886', ' 1693558', ' 27587583', ' 7769657', ' 22441827', ' 10373014', ' 19920177', ' 11486021', ' 22466612', ' 9326587', ' 21451113', ' 33707221', ' 8156590', ' 17353931', ' 24388755', ' 18550522', ' 26432391', ' 23349811', ' 15276198', ' 9671816', ' 19941815', ' 22419818', ' 22264791', ' 22961379', ' 9218805', ' 11313499', ' 19690332', ' 14701750', ' 9570764', ' 14992727', ' 9512541', ' 15024032', ' 1939271', ' 23973375', ' 17157258', ' 22705304', ' 17010333', ' 10579975', ' 23534758', ' 11739720', ' 20562859', ' 28408437', ' 23906714', ' 9409616', ' 10373562', ' 10207048', ' 17690249', ' 22593156', ' 26700805', ' 16751180', ' 18079701', ' 11823429', ' 20941529', ' 7501971', ' 11784853', ' 18342606', ' 24819304', ' 15601847', ' 22110697', ' 7622068', ' 16210313', ' 8876179', ' 9699634', ' 9765293', ' 1906035', ' 15923622', ' 21618588', ' 22895430', ' 10526235', ' 10916156', ' 20083121', ' 2444477', ' 26748711', ' 23767415', ' 8946909', ' 16166636', ' 10757782', ' 18815126', ' 22445173', ' 28292928', ' 17013392', ' 24086155', ' 11532962', ' 20467437', ' 24997600', ' 33608942', ' 24127601', ' 17314511', ' 28027311', ' 9852112', ' 26499373', ' 9347914', ' 23395899', ' 23143267', ' 9858549', ' 8895582', ' 17234882']
P49848	[' 12370301', ' 8330735', ' 15489334', ' 24275569', ' 8253082', ' 25025302', ' 16308568', ' 20711500', ' 19413330', ' 1310361', ' 24129315', ' 2125285', ' 9674425', ' 20096117', ' 14701755', ' 14702039', ' 20953165', ' 30442764', ' 21729782', ' 17884155', ' 12574128', ' 26496610', ' 28112733', ' 16964243', ' 18079403', ' 27007846', ' 15053879', ' 7151173', ' 10723029', ' 16239144', ' 18628956', ' 29358700', ' 12601814', ' 33795473', ' 9256425', ' 21269460', ' 2449431', ' 22441827', ' 17974005', ' 8339931', '10022900', ' 8156590', ' 2944599', ' 12690205', ' 7667268', ' 22252320', ' 19690332', ' 8465201', ' 22137580', ' 22231121', ' 25675981', ' 1939271', ' 20457598', ' 23186163', ' 11739720', ' 19667075', ' 33958484', ' 9405375', ' 15564746', ' 11784853', ' 7601352', ' 18669648', ' 10024882', ' 9765293', ' 15960975', ' 30510221', ' 11583621', ' 15601843', ' 8946909', ' 24097444', ' 9603525', ' 23932780', ' 24997600', ' 8490964', ' 9407024', ' 24270878', ' 25558065', ' 25574841', ' 21994455', '8262073', ' 20068231']
Q15545	[' 27007846', ' 8330735', ' 15053879', ' 7151173', ' 11340078', ' 15489334', ' 24275569', ' 10723029', ' 15078871', ' 20937824', ' 20034391', '8702684', ' 19690332', ' 8946909', ' 8465201', ' 33795473', ' 20711500', ' 10438527', ' 1310361', ' 1939271', ' 31162714', ' 12676957', ' 9603525', ' 9256425', ' 23186163', ' 25412659', ' 25575120', ' 17320040', ' 11739720', ' 14702039', ' 16415881', ' 17081983', ' 21900206', ' 30442764', ' 33958484', ' 21729782', ' 8490964', ' 18391197', ' 2449431', ' 9405375', ' 24036077', ' 21988832', ' 22711989', ' 24927529', ' 21406692', ' 11784853', '10024882', ' 17884155', ' 28893534', ' 18691976', ' 8156590', ' 7601352', ' 26496610', ' 16407123', ' 7824954', ' 18669648', ' 20068231', ' 30028080', ' 15960975', ' 23027873']
Q16594	[' 12370301', ' 8330735', ' 15489334', ' 9885574', ' 29257297', ' 8253082', ' 16079131', ' 16308568', ' 20711500', ' 1310361', ' 19608861', ' 17636026', ' 2125285', ' 9674425', ' 14701755', ' 30442764', ' 21729782', ' 16189514', ' 10449590', ' 17884155', ' 12574128', ' 26496610', ' 25416956', ' 21516116', ' 16260778', ' 18079403', ' 15053879', ' 7151173', ' 10723029', ' 16239144', ' 32541894', ' 19615732', ' 15489227', ' 19643037', ' 33795473', ' 15899866', ' 11564863', ' 9256425', ' 2449431', ' 22441827', ' 8339931', '10022900', ' 8156590', ' 17967894', ' 2944599', ' 7667268', ' 22252320', ' 19690332', ' 8465201', ' 22137580', ' 19251649', ' 22231121', ' 25675981', ' 1939271', ' 20457598', ' 22696218', ' 23186163', ' 11739720', ' 19667075', ' 33958484', ' 9405375', ' 11784853', ' 26282181', ' 7601352', '7761466', ' 18669648', ' 10024882', ' 9765293', ' 15960975', ' 30510221', ' 15601843', ' 8946909', ' 16713569', ' 24097444', ' 23437046', ' 23932780', ' 16169070', ' 20467437', ' 24997600', ' 8490964', ' 9407024', ' 12837753', ' 24270878', ' 20195357', ' 7597030', ' 20068231']
Q8NDV3	[' 15944401', ' 10698974', ' 18663141', ' 15489334', ' 11463847', ' 8601336', ' 11483963', ' 16079285', ' 8610150', ' 19146767', ' 20819778', ' 8660934', ' 26673124', ' 19557426', ' 15031719', ' 20634189', ' 15125634', ' 11673449', ' 15580272', ' 9285814', ' 15998665', ' 15589157', ' 12498344', ' 14702039', ' 10591208', ' 17452644', ' 11242108', ' 12759374', ' 12764197', ' 14970259', ' 17339376', ' 25216700', ' 14657244', ' 17543860', ' 18611960', ' 19531582', ' 16717126', ' 16968740', ' 15235794', ' 8794855', ' 8843195', ' 28364521', ' 19247432', ' 9008167', '10678170', ' 15937223', '14660695', ' 21637789']
